ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimeintoID
4632,Desgaste,04-07-2024,Abierta,['394-50-5948'],"['MNT-02470', 'MNT-02892']"
4633,Vandalismo,30-03-2024,Abierta,['335-76-3029'],['MNT-04290']
4634,Vandalismo,04-30-2024,Abierta,['226-94-8623'],['MNT-07157']
4635,Vandalismo,2024/07/24,Cerrada,['514-84-5793'],['MNT-00796']
4636,Rotura,2024-09-22,Cerrada,['589-62-7462'],"['MNT-07168', 'MNT-11694']"
4637,Rotura,11-29-2023,Cerrada,['728-96-4896'],['MNT-00590']
4638,Rotura,21/01/2024,Cerrada,['988-96-1073'],['MNT-00358']
4639,Desgaste,11-06-2024,Cerrada,['946-15-3043'],['MNT-11799']
4640,Mal funcionamiento,2023-12-06,Cerrada,['611-01-1672'],"['MNT-02492', 'MNT-03711', 'MNT-11463']"
4641,Rotura,17/03/2024,Abierta,['675-88-3042'],['MNT-13311']
4642,Mal funcionamiento,03-02-2024,Abierta,['904-50-5080'],"['MNT-09061', 'MNT-13918']"
4643,Vandalismo,12-23-2023,Abierta,['480-65-7260'],['MNT-02565']
4644,Rotura,19/06/2024,Cerrada,['157-25-0610'],['MNT-04100']
4645,Desgaste,20/12/2023,Abierta,['194-84-6228'],['MNT-12570']
4646,Mal funcionamiento,11-08-2023,Cerrada,['786-06-6482'],['MNT-10241']
4647,Mal funcionamiento,2023/12/30,Abierta,['704-91-9777'],"['MNT-01908', 'MNT-14574']"
4648,Rotura,02-02-2024,Abierta,['989-87-1212'],['MNT-03697']
4649,Vandalismo,09-10-2024,Cerrada,['882-69-0857'],"['MNT-00990', 'MNT-13585']"
4650,Mal funcionamiento,14-06-2024,Cerrada,['115-36-1353'],['MNT-10551']
4651,Rotura,30-03-2024,Cerrada,['856-13-7692'],['MNT-12078']
4652,Mal funcionamiento,10-26-2023,Abierta,['982-05-4846'],['MNT-14781']
4653,Vandalismo,03-13-2024,Cerrada,['067-54-8038'],['MNT-10691']
4654,Rotura,2024/06/26,Cerrada,['659-81-7114'],['MNT-02123']
4655,Desgaste,2024-08-09,Abierta,['733-00-4123'],['MNT-13738']
4656,Mal funcionamiento,2024-09-11,Cerrada,['681-96-0774'],['MNT-13436']
4657,Rotura,2023/11/27,Abierta,['127-70-7755'],['MNT-01864']
4658,Desgaste,2023-12-22,Cerrada,['395-29-3851'],['MNT-14989']
4659,Desgaste,2024/07/23,Cerrada,['239-97-7882'],['MNT-09993']
4660,Mal funcionamiento,01-07-2024,Abierta,['071-56-7051'],['MNT-12082']
4661,Mal funcionamiento,24-08-2024,Cerrada,['986-07-8982'],['MNT-13183']
4662,Rotura,2024-01-11,Cerrada,['418-66-8675'],"['MNT-00489', 'MNT-01495', 'MNT-04480']"
4663,Vandalismo,26/06/2024,Cerrada,['869-80-5746'],['MNT-14338']
4664,Rotura,2024/05/02,Abierta,['106-94-0080'],['MNT-04129']
4665,Rotura,2024/03/25,Cerrada,['069-98-2091'],"['MNT-02049', 'MNT-04752']"
4666,Desgaste,22-02-2024,Abierta,['889-83-3596'],['MNT-04538']
4667,Rotura,13/07/2024,Cerrada,['729-25-9421'],['MNT-09604']
4668,Mal funcionamiento,2024/09/07,Cerrada,['723-19-9403'],['MNT-10710']
4669,Desgaste,2024-04-08,Cerrada,['869-70-3306'],['MNT-10696']
4670,Rotura,2024/05/10,Cerrada,['703-13-7121'],['MNT-09394']
4671,Rotura,14-12-2023,Cerrada,['704-26-8530'],['MNT-01454']
4672,Desgaste,01-14-2024,Abierta,['314-80-9162'],['MNT-13149']
4673,Vandalismo,2024-07-24,Abierta,['967-70-5279'],['MNT-07919']
4674,Mal funcionamiento,08-01-2024,Abierta,['516-61-4791'],['MNT-07691']
4675,Desgaste,2023/12/14,Abierta,['627-92-3099'],['MNT-13271']
4676,Mal funcionamiento,06-12-2023,Cerrada,['956-66-6972'],['MNT-05692']
4677,Vandalismo,2024/07/11,Cerrada,['256-74-7071'],['MNT-04159']
4678,Rotura,04-26-2024,Cerrada,['861-69-7129'],['MNT-00325']
4679,Rotura,2024/06/20,Abierta,['990-16-9899'],['MNT-10780']
4680,Mal funcionamiento,2023-12-20,Abierta,['071-56-7051'],['MNT-07771']
4681,Vandalismo,2024-03-28,Cerrada,['256-14-2984'],['MNT-05358']
4682,Mal funcionamiento,11-12-2023,Abierta,['170-19-1858'],['MNT-10806']
4683,Desgaste,03/03/2024,Cerrada,['933-82-3594'],['MNT-05649']
4684,Vandalismo,2024/09/05,Cerrada,['695-20-5354'],['MNT-14994']
4685,Desgaste,2023-11-14,Abierta,['299-27-6379'],['MNT-05904']
4686,Mal funcionamiento,2024-02-27,Cerrada,['782-39-2908'],"['MNT-10526', 'MNT-13774']"
4687,Mal funcionamiento,26-02-2024,Cerrada,['533-62-7404'],['MNT-05465']
4688,Rotura,08-22-2024,Abierta,['597-03-1466'],['MNT-08076']
4689,Mal funcionamiento,02-26-2024,Cerrada,['956-96-0245'],['MNT-10918']
4690,Vandalismo,2024-02-08,Abierta,['956-02-6101'],['MNT-00577']
4691,Desgaste,19-01-2024,Abierta,['157-17-7355'],['MNT-10303']
4692,Mal funcionamiento,17/04/2024,Cerrada,['372-51-3332'],['MNT-01803']
4693,Rotura,2024-09-16,Cerrada,['276-68-6180'],['MNT-09932']
4694,Desgaste,24-05-2024,Abierta,['823-57-1854'],['MNT-00438']
4695,Mal funcionamiento,2024/09/26,Abierta,['717-41-0491'],['MNT-09691']
4696,Desgaste,06-16-2024,Cerrada,['444-89-5669'],"['MNT-06987', 'MNT-07493']"
4697,Rotura,2023/12/01,Abierta,['404-71-3198'],['MNT-03950']
4698,Mal funcionamiento,02-10-2024,Abierta,['946-29-3273'],['MNT-13656']
4699,Mal funcionamiento,04-05-2024,Abierta,['862-94-2461'],"['MNT-01499', 'MNT-02004']"
4700,Vandalismo,2024/02/06,Abierta,['169-96-3376'],['MNT-02123']
4701,Desgaste,03-21-2024,Cerrada,['511-45-5342'],['MNT-13527']
4702,Desgaste,2024-02-01,Abierta,['577-94-3454'],['MNT-09695']
4703,Mal funcionamiento,2024-01-27,Cerrada,['163-11-1730'],['MNT-11675']
4704,Rotura,2024/09/04,Abierta,['849-56-7095'],['MNT-07856']
4705,Rotura,01-11-2024,Cerrada,['357-60-0258'],['MNT-11739']
4706,Desgaste,2024-05-12,Cerrada,['747-44-5711'],['MNT-08652']
4707,Vandalismo,05/06/2024,Cerrada,['876-92-4772'],['MNT-07278']
4708,Vandalismo,09-17-2024,Abierta,['185-60-3838'],['MNT-12589']
4709,Desgaste,2023/11/29,Abierta,['647-99-4070'],['MNT-13341']
4710,Desgaste,2024-05-03,Abierta,['266-62-9254'],"['MNT-04504', 'MNT-14876']"
4711,Vandalismo,07-31-2024,Abierta,['931-90-2322'],['MNT-01986']
4712,Rotura,28/09/2024,Cerrada,['080-21-7612'],['MNT-07113']
4713,Rotura,09/12/2023,Cerrada,['010-76-9038'],['MNT-08369']
4714,Mal funcionamiento,03-12-2023,Cerrada,['206-43-1310'],['MNT-09125']
4715,Vandalismo,2023-11-20,Cerrada,['183-32-8949'],['MNT-12185']
4716,Vandalismo,08-04-2024,Abierta,['884-47-3850'],['MNT-05481']
4717,Mal funcionamiento,11-11-2023,Abierta,['578-58-0936'],['MNT-08321']
4718,Mal funcionamiento,2024/09/05,Abierta,['003-34-5407'],['MNT-00144']
4719,Mal funcionamiento,2024/05/24,Abierta,['459-74-5261'],"['MNT-00119', 'MNT-07325', 'MNT-08778']"
4720,Vandalismo,13/06/2024,Cerrada,['788-91-2599'],['MNT-01264']
4721,Mal funcionamiento,2023-11-22,Cerrada,['098-10-0844'],['MNT-04775']
4722,Mal funcionamiento,09-19-2024,Abierta,['678-63-6289'],['MNT-09445']
4723,Mal funcionamiento,2024/10/08,Cerrada,['098-87-6854'],"['MNT-06718', 'MNT-06841']"
4724,Desgaste,2024-02-14,Cerrada,['390-20-0012'],['MNT-12887']
4725,Rotura,02-02-2024,Cerrada,['836-57-1465'],['MNT-02722']
4726,Desgaste,24-12-2023,Cerrada,['578-00-8737'],"['MNT-02240', 'MNT-04396']"
4727,Desgaste,2024-02-23,Abierta,['339-02-5436'],['MNT-13437']
4728,Mal funcionamiento,2024-02-22,Cerrada,['277-62-2225'],['MNT-03498']
4729,Desgaste,2023-12-10,Abierta,['307-69-0780'],"['MNT-01239', 'MNT-05873']"
4730,Desgaste,01/11/2023,Abierta,['126-80-6963'],['MNT-14026']
4731,Desgaste,24-09-2024,Cerrada,['018-90-2238'],"['MNT-03891', 'MNT-05245']"
4732,Mal funcionamiento,20-05-2024,Cerrada,['340-42-8622'],"['MNT-01616', 'MNT-13342']"
4733,Mal funcionamiento,02-18-2024,Abierta,['969-91-4181'],['MNT-05527']
4734,Rotura,02-25-2024,Cerrada,['217-98-4161'],['MNT-02975']
4735,Rotura,2024/01/05,Cerrada,['769-79-9632'],"['MNT-04105', 'MNT-09054', 'MNT-14800']"
4736,Rotura,09-21-2024,Abierta,['837-29-6086'],"['MNT-05899', 'MNT-14636', 'MNT-14996']"
4737,Desgaste,18/05/2024,Cerrada,['583-32-0485'],['MNT-14707']
4738,Rotura,2024-06-14,Cerrada,['931-10-0340'],['MNT-14926']
4739,Mal funcionamiento,03-08-2024,Abierta,['900-92-4309'],['MNT-00680']
4740,Rotura,15-05-2024,Abierta,['888-23-0823'],['MNT-03407']
4741,Rotura,10/11/2023,Cerrada,['019-32-4021'],['MNT-01541']
4742,Rotura,10/09/2024,Cerrada,['447-35-3681'],['MNT-11744']
4743,Rotura,09-05-2024,Abierta,['212-99-9567'],['MNT-08839']
4744,Vandalismo,06-24-2024,Cerrada,['578-00-8737'],['MNT-03178']
4745,Mal funcionamiento,03-31-2024,Abierta,['460-57-1099'],['MNT-11232']
4746,Vandalismo,05-17-2024,Cerrada,['130-92-9438'],['MNT-09671']
4747,Desgaste,08/03/2024,Cerrada,['338-24-7234'],['MNT-12789']
4748,Rotura,2024/04/04,Abierta,['835-61-4055'],['MNT-06515']
4749,Rotura,02-29-2024,Cerrada,['034-53-8124'],"['MNT-02315', 'MNT-12518']"
4750,Vandalismo,25/04/2024,Abierta,['785-39-0589'],['MNT-07211']
4751,Vandalismo,2024/05/17,Cerrada,['909-27-0805'],['MNT-04610']
4752,Mal funcionamiento,2024/06/26,Abierta,['097-00-7865'],['MNT-06876']
4753,Desgaste,2024-09-08,Cerrada,['933-67-6190'],['MNT-01749']
4754,Mal funcionamiento,05/06/2024,Abierta,['403-96-5290'],"['MNT-02283', 'MNT-06459', 'MNT-10484', 'MNT-14373']"
4755,Mal funcionamiento,2024/04/19,Cerrada,['413-40-4802'],['MNT-03047']
4756,Desgaste,04-12-2024,Cerrada,['711-62-2333'],"['MNT-05360', 'MNT-08523']"
4757,Rotura,2023-11-29,Cerrada,['588-82-2327'],['MNT-11175']
4758,Vandalismo,2024/03/13,Abierta,['455-96-5836'],['MNT-08361']
4759,Mal funcionamiento,12/10/2024,Cerrada,['722-53-0398'],['MNT-11645']
4760,Desgaste,2024-04-27,Cerrada,['665-35-8274'],['MNT-13114']
4761,Mal funcionamiento,2024-05-17,Cerrada,['522-78-3501'],"['MNT-03152', 'MNT-10126', 'MNT-13019']"
4762,Desgaste,2024/07/29,Abierta,['026-16-0826'],['MNT-04806']
4763,Mal funcionamiento,2024-09-16,Abierta,['735-47-7992'],['MNT-00577']
4764,Mal funcionamiento,2024-03-28,Cerrada,['157-49-9780'],"['MNT-01470', 'MNT-06436']"
4765,Mal funcionamiento,2024/01/01,Abierta,['477-96-2604'],"['MNT-00176', 'MNT-08930']"
4766,Vandalismo,2024/03/18,Cerrada,['120-40-5541'],['MNT-02435']
4767,Desgaste,01-22-2024,Abierta,['844-04-0683'],['MNT-11535']
4768,Rotura,02/11/2023,Abierta,['657-02-4959'],['MNT-06715']
4769,Vandalismo,2024-06-22,Cerrada,['292-10-3660'],['MNT-07058']
4770,Mal funcionamiento,20-08-2024,Abierta,['425-29-6460'],"['MNT-00823', 'MNT-07777', 'MNT-08147']"
4771,Desgaste,26/08/2024,Abierta,['476-91-9672'],['MNT-12082']
4772,Desgaste,10-13-2024,Cerrada,['415-37-0838'],['MNT-08927']
4773,Rotura,21/04/2024,Cerrada,['942-32-2991'],['MNT-14880']
4774,Vandalismo,2024-07-28,Cerrada,['841-20-8237'],['MNT-04463']
4775,Desgaste,2023/12/29,Abierta,['632-00-3897'],['MNT-09444']
4776,Vandalismo,10-27-2023,Cerrada,['662-45-0836'],['MNT-13622']
4777,Vandalismo,13-10-2024,Abierta,['128-84-7974'],"['MNT-00217', 'MNT-14632']"
4778,Desgaste,29/07/2024,Abierta,['736-03-6042'],['MNT-13607']
4779,Mal funcionamiento,10-07-2024,Cerrada,['172-82-6959'],['MNT-03941']
4780,Desgaste,05-19-2024,Abierta,['300-91-4474'],"['MNT-05529', 'MNT-13627']"
4781,Mal funcionamiento,08-21-2024,Cerrada,['450-06-2508'],['MNT-07916']
4782,Vandalismo,2024-05-25,Abierta,['651-93-0968'],['MNT-00648']
4783,Rotura,08-17-2024,Cerrada,['344-42-0010'],['MNT-02719']
4784,Vandalismo,2024/07/06,Cerrada,['315-99-7254'],"['MNT-01260', 'MNT-11257']"
4785,Mal funcionamiento,29/12/2023,Cerrada,['010-39-7571'],['MNT-14086']
4786,Vandalismo,14-06-2024,Cerrada,['941-29-8360'],['MNT-07331']
4787,Mal funcionamiento,02-03-2024,Cerrada,['586-72-2841'],['MNT-05236']
4788,Vandalismo,2024/02/21,Cerrada,['344-89-4443'],['MNT-00763']
4789,Vandalismo,2024-08-12,Abierta,['897-31-3331'],['MNT-14143']
4790,Rotura,2024-01-22,Cerrada,['632-00-0853'],['MNT-11977']
4791,Mal funcionamiento,27/07/2024,Abierta,['878-53-1158'],"['MNT-05462', 'MNT-05831', 'MNT-10856']"
4792,Vandalismo,17-08-2024,Abierta,['675-70-4083'],['MNT-09111']
4793,Rotura,04-01-2024,Cerrada,['497-76-3113'],['MNT-02937']
4794,Desgaste,02-17-2024,Cerrada,['781-64-3623'],['MNT-05404']
4795,Mal funcionamiento,30/06/2024,Cerrada,['947-78-9148'],['MNT-12941']
4796,Desgaste,2024-02-29,Abierta,['835-10-4331'],['MNT-03056']
4797,Vandalismo,2024/10/06,Abierta,['020-07-0949'],"['MNT-06362', 'MNT-06872', 'MNT-11424']"
4798,Rotura,2024-03-07,Cerrada,['358-57-6107'],"['MNT-06725', 'MNT-07681']"
4799,Vandalismo,14-03-2024,Abierta,['406-47-3990'],['MNT-09033']
4800,Rotura,13-10-2024,Cerrada,['293-50-0715'],['MNT-14395']
4801,Desgaste,2024/07/24,Abierta,['439-70-6938'],['MNT-10680']
4802,Vandalismo,22-09-2024,Cerrada,['798-13-4063'],['MNT-00940']
4803,Rotura,31-10-2023,Abierta,['074-21-8188'],['MNT-05022']
4804,Desgaste,03-03-2024,Cerrada,['238-12-7060'],['MNT-04421']
4805,Mal funcionamiento,2024-04-16,Abierta,['546-47-9408'],['MNT-12063']
4806,Mal funcionamiento,2023-12-21,Cerrada,['524-43-2062'],['MNT-06581']
4807,Desgaste,29-10-2023,Cerrada,['132-14-4750'],"['MNT-00311', 'MNT-03334']"
4808,Rotura,2023/12/29,Cerrada,['542-97-4854'],['MNT-02454']
4809,Vandalismo,27-12-2023,Abierta,['734-60-4898'],['MNT-07629']
4810,Desgaste,18-09-2024,Cerrada,['610-72-4036'],"['MNT-02049', 'MNT-04752']"
4811,Rotura,04-20-2024,Cerrada,['285-22-4714'],['MNT-07507']
4812,Mal funcionamiento,06-05-2024,Cerrada,['939-37-3858'],"['MNT-12603', 'MNT-14835']"
4813,Rotura,2024-06-12,Cerrada,['722-63-0936'],['MNT-12329']
4814,Rotura,2024/07/24,Cerrada,['562-77-2383'],['MNT-08483']
4815,Desgaste,2023-12-24,Abierta,['597-83-3782'],['MNT-12846']
4816,Rotura,27-12-2023,Cerrada,['914-09-3257'],['MNT-01400']
4817,Mal funcionamiento,03-05-2024,Cerrada,['759-91-3236'],['MNT-13419']
4818,Desgaste,2023-12-28,Abierta,['539-62-1735'],"['MNT-05092', 'MNT-11042']"
4819,Vandalismo,2023/11/19,Abierta,['636-53-8898'],['MNT-04474']
4820,Mal funcionamiento,29/12/2023,Abierta,['640-30-9870'],['MNT-13387']
4821,Vandalismo,18-01-2024,Abierta,['699-46-3724'],['MNT-01314']
4822,Desgaste,2024-02-01,Abierta,['602-36-1059'],['MNT-14382']
4823,Mal funcionamiento,2024-04-11,Abierta,['602-67-8489'],['MNT-10736']
4824,Vandalismo,22/12/2023,Abierta,['458-45-3177'],['MNT-06076']
4825,Desgaste,23/05/2024,Abierta,['714-83-1876'],['MNT-01783']
4826,Desgaste,2023-11-27,Cerrada,['678-95-0815'],"['MNT-06120', 'MNT-09733']"
4827,Desgaste,10-27-2023,Abierta,['338-82-2725'],"['MNT-05115', 'MNT-05707', 'MNT-09687']"
4828,Mal funcionamiento,05-17-2024,Abierta,['744-77-0471'],['MNT-09320']
4829,Rotura,2024-07-14,Abierta,['253-82-3455'],['MNT-05051']
4830,Rotura,24-05-2024,Cerrada,['981-01-2492'],['MNT-08550']
4831,Vandalismo,07-26-2024,Abierta,['617-73-3135'],['MNT-03177']
4832,Mal funcionamiento,2024/05/10,Cerrada,['303-99-0679'],"['MNT-01553', 'MNT-09908']"
4833,Rotura,2023-12-30,Abierta,['647-44-9079'],['MNT-11509']
4834,Mal funcionamiento,2024/08/20,Cerrada,['667-42-8111'],['MNT-10328']
4835,Vandalismo,01-10-2024,Cerrada,['715-21-8049'],['MNT-04022']
4836,Rotura,28-03-2024,Cerrada,['675-82-3334'],['MNT-06448']
4837,Vandalismo,02/08/2024,Cerrada,['937-40-5148'],['MNT-00070']
4838,Rotura,02-23-2024,Cerrada,['727-02-6511'],['MNT-07139']
4839,Rotura,18-05-2024,Abierta,['033-42-1903'],['MNT-13649']
4840,Rotura,2024/03/02,Abierta,['688-86-3343'],['MNT-01658']
4841,Rotura,23-12-2023,Abierta,['625-40-5375'],['MNT-13425']
4842,Mal funcionamiento,02-21-2024,Abierta,['691-55-6206'],['MNT-04294']
4843,Mal funcionamiento,30/12/2023,Cerrada,['611-00-1341'],['MNT-08549']
4844,Desgaste,05/06/2024,Abierta,['423-37-5078'],['MNT-05278']
4845,Vandalismo,2023-11-22,Abierta,['451-13-4853'],['MNT-13196']
4846,Vandalismo,10/11/2023,Cerrada,['426-17-1736'],['MNT-07336']
4847,Rotura,2024/07/04,Abierta,['293-03-0690'],['MNT-04568']
4848,Rotura,2023-11-10,Abierta,['381-14-1472'],['MNT-14805']
4849,Desgaste,2024-09-30,Cerrada,['051-28-6859'],['MNT-03168']
4850,Vandalismo,24/07/2024,Abierta,['498-34-2494'],"['MNT-10187', 'MNT-12158']"
4851,Desgaste,05/06/2024,Cerrada,['264-11-3297'],['MNT-11940']
4852,Rotura,2024-04-28,Cerrada,['547-07-9050'],"['MNT-01470', 'MNT-06436']"
4853,Rotura,24-07-2024,Abierta,['210-60-1175'],['MNT-07836']
4854,Vandalismo,05-10-2024,Abierta,['161-79-9672'],['MNT-11473']
4855,Vandalismo,01-26-2024,Cerrada,['596-87-4604'],['MNT-08492']
4856,Rotura,2024/09/27,Cerrada,['438-20-7350'],['MNT-02256']
4857,Vandalismo,03-06-2024,Abierta,['374-41-6082'],['MNT-10745']
4858,Desgaste,2023/11/11,Cerrada,['943-78-3901'],['MNT-05870']
4859,Vandalismo,2023-10-21,Cerrada,['679-37-0390'],"['MNT-03390', 'MNT-10471']"
4860,Desgaste,29/12/2023,Abierta,['716-79-3019'],['MNT-00473']
4861,Rotura,05-07-2024,Abierta,['404-64-8828'],['MNT-10641']
4862,Vandalismo,2024-08-21,Abierta,['995-88-5749'],['MNT-12694']
4863,Vandalismo,2024/09/11,Abierta,['280-16-8155'],['MNT-14419']
4864,Vandalismo,2024/07/23,Abierta,['911-93-4446'],['MNT-02609']
4865,Vandalismo,12-16-2023,Cerrada,['580-98-3277'],['MNT-08219']
4866,Rotura,18-12-2023,Cerrada,['745-61-3411'],['MNT-11487']
4867,Mal funcionamiento,2024/02/27,Abierta,['878-92-0481'],['MNT-01400']
4868,Mal funcionamiento,31/05/2024,Abierta,['822-29-6082'],['MNT-11522']
4869,Mal funcionamiento,10/04/2024,Abierta,['192-39-4464'],['MNT-06858']
4870,Mal funcionamiento,13/04/2024,Cerrada,['629-96-1485'],['MNT-14921']
4871,Desgaste,2024-05-04,Cerrada,['677-19-3324'],"['MNT-01032', 'MNT-03121']"
4872,Rotura,2024/05/02,Cerrada,['898-27-7834'],['MNT-07037']
4873,Vandalismo,2024-07-31,Abierta,['718-69-0803'],"['MNT-04241', 'MNT-05879', 'MNT-08118']"
4874,Vandalismo,2023/11/25,Cerrada,['522-84-2139'],['MNT-06886']
4875,Rotura,2023/10/17,Cerrada,['990-78-3631'],['MNT-08933']
4876,Mal funcionamiento,10/06/2024,Cerrada,['004-93-9574'],['MNT-04415']
4877,Vandalismo,2024/03/10,Abierta,['748-99-4000'],['MNT-05826']
4878,Mal funcionamiento,04-20-2024,Abierta,['826-89-3168'],['MNT-10960']
4879,Rotura,2024-02-23,Abierta,['293-73-1367'],['MNT-06574']
4880,Mal funcionamiento,04-16-2024,Abierta,['700-69-3505'],['MNT-07404']
4881,Desgaste,16-06-2024,Abierta,['593-06-5142'],['MNT-09323']
4882,Rotura,2024/10/04,Abierta,['873-68-9874'],"['MNT-00025', 'MNT-01934']"
4883,Rotura,30-09-2024,Abierta,['056-21-6226'],['MNT-02575']
4884,Rotura,08/12/2023,Cerrada,['071-58-9273'],['MNT-06829']
4885,Desgaste,2024-01-21,Cerrada,['312-37-1369'],['MNT-06337']
4886,Desgaste,2023-12-03,Abierta,['895-72-4433'],['MNT-00173']
4887,Mal funcionamiento,2024/04/08,Cerrada,['865-80-5839'],['MNT-11432']
4888,Mal funcionamiento,27/09/2024,Abierta,['028-70-0886'],['MNT-01638']
4889,Mal funcionamiento,2024/10/11,Abierta,['105-31-0662'],['MNT-05907']
4890,Mal funcionamiento,2024-01-19,Abierta,['857-14-8210'],['MNT-00258']
4891,Vandalismo,2024-03-15,Abierta,['546-96-6821'],['MNT-13762']
4892,Desgaste,08-19-2024,Abierta,['474-03-0524'],"['MNT-01982', 'MNT-14134']"
4893,Desgaste,11/08/2024,Cerrada,['602-22-5121'],['MNT-01834']
4894,Vandalismo,26/06/2024,Abierta,['119-34-3611'],['MNT-03512']
4895,Rotura,27-09-2024,Abierta,['824-19-5052'],"['MNT-04070', 'MNT-08606']"
4896,Mal funcionamiento,11-11-2023,Cerrada,['465-08-2011'],"['MNT-09106', 'MNT-11515']"
4897,Rotura,26/02/2024,Abierta,['455-05-0672'],['MNT-03875']
4898,Mal funcionamiento,11/02/2024,Cerrada,['764-15-8353'],['MNT-13994']
4899,Mal funcionamiento,09-08-2024,Abierta,['109-30-6837'],['MNT-04178']
4900,Desgaste,2024-10-12,Abierta,['878-05-1162'],['MNT-13428']
4901,Desgaste,20-03-2024,Cerrada,['759-63-1974'],"['MNT-02679', 'MNT-05486']"
4902,Vandalismo,25-02-2024,Cerrada,['514-48-1389'],"['MNT-00321', 'MNT-01325']"
4903,Rotura,06/09/2024,Cerrada,['520-94-2906'],"['MNT-00538', 'MNT-14872']"
4904,Rotura,21-12-2023,Cerrada,['812-57-5305'],['MNT-12575']
4905,Rotura,08-29-2024,Abierta,['444-70-9484'],"['MNT-04217', 'MNT-10841']"
4906,Mal funcionamiento,29-10-2023,Abierta,['697-42-8912'],['MNT-13303']
4907,Vandalismo,11-26-2023,Cerrada,['469-94-3752'],['MNT-09033']
4908,Rotura,10/10/2024,Cerrada,['960-55-5118'],['MNT-13571']
4909,Rotura,2024-08-11,Abierta,['470-83-9568'],['MNT-06003']
4910,Mal funcionamiento,28/07/2024,Abierta,['747-44-5711'],"['MNT-08544', 'MNT-13343']"
4911,Vandalismo,21/06/2024,Abierta,['374-47-8681'],['MNT-09130']
4912,Rotura,25-08-2024,Cerrada,['168-71-6975'],['MNT-00518']
4913,Rotura,06-07-2024,Abierta,['224-25-9032'],['MNT-03394']
4914,Rotura,2024/06/12,Cerrada,['941-04-1234'],"['MNT-01219', 'MNT-09711', 'MNT-14285']"
4915,Vandalismo,25/03/2024,Abierta,['036-37-1179'],['MNT-06925']
4916,Rotura,07-12-2023,Abierta,['067-29-3424'],['MNT-10589']
4917,Vandalismo,08-01-2024,Abierta,['673-58-5617'],['MNT-07550']
4918,Rotura,18/09/2024,Cerrada,['527-94-4516'],['MNT-00161']
4919,Vandalismo,2023-11-16,Cerrada,['239-35-4690'],['MNT-04523']
4920,Desgaste,23/12/2023,Cerrada,['047-57-8770'],['MNT-05358']
4921,Vandalismo,2024/05/08,Cerrada,['475-95-6833'],"['MNT-10746', 'MNT-11599']"
4922,Desgaste,2024/01/29,Abierta,['592-16-5410'],"['MNT-13638', 'MNT-13734']"
4923,Mal funcionamiento,2024/03/27,Cerrada,['655-64-4033'],['MNT-04378']
4924,Rotura,15-07-2024,Abierta,['477-55-7037'],['MNT-02324']
4925,Mal funcionamiento,03/12/2023,Abierta,['925-90-1652'],['MNT-11472']
4926,Mal funcionamiento,02-07-2024,Abierta,['453-42-8316'],['MNT-09320']
4927,Desgaste,22/01/2024,Cerrada,['216-61-3271'],['MNT-02728']
4928,Desgaste,2024/06/25,Cerrada,['673-84-2527'],['MNT-12022']
4929,Mal funcionamiento,23/10/2023,Abierta,['301-53-9065'],['MNT-02575']
4930,Vandalismo,2024-03-17,Cerrada,['144-47-1041'],['MNT-07522']
4931,Mal funcionamiento,07-23-2024,Cerrada,['701-10-2316'],['MNT-08280']
4932,Mal funcionamiento,15/09/2024,Cerrada,['002-24-9827'],"['MNT-08685', 'MNT-12562']"
4933,Desgaste,2024/08/09,Abierta,['757-91-8458'],"['MNT-00130', 'MNT-07702']"
4934,Rotura,2024-06-15,Abierta,['710-11-7683'],['MNT-12729']
4935,Desgaste,11-24-2023,Abierta,['392-22-7479'],['MNT-03340']
4936,Vandalismo,07-07-2024,Cerrada,['336-26-6105'],['MNT-07993']
4937,Vandalismo,14/07/2024,Cerrada,['472-31-5839'],"['MNT-03757', 'MNT-14082']"
4938,Vandalismo,2024-03-25,Abierta,['286-47-0896'],"['MNT-04774', 'MNT-12583']"
4939,Desgaste,2024/03/30,Abierta,['643-92-6910'],['MNT-12047']
4940,Desgaste,15-08-2024,Abierta,['466-42-2357'],['MNT-02374']
4941,Vandalismo,05-23-2024,Cerrada,['515-51-0835'],['MNT-01424']
4942,Desgaste,2024-06-23,Abierta,['911-21-4989'],['MNT-13235']
4943,Mal funcionamiento,25/08/2024,Abierta,['414-42-6911'],['MNT-02433']
4944,Vandalismo,2024-05-21,Cerrada,['172-82-6959'],['MNT-01111']
4945,Vandalismo,2024/02/18,Cerrada,['704-54-9500'],['MNT-05561']
4946,Vandalismo,2023-12-31,Cerrada,['423-37-5078'],['MNT-02450']
4947,Desgaste,2023-11-10,Abierta,['177-20-9474'],['MNT-03085']
4948,Desgaste,17/10/2023,Abierta,['581-28-3331'],['MNT-09144']
4949,Vandalismo,30-10-2023,Cerrada,['755-65-5535'],['MNT-11024']
4950,Vandalismo,06-27-2024,Cerrada,['327-11-1408'],['MNT-10086']
4951,Mal funcionamiento,25-10-2023,Abierta,['858-27-3966'],"['MNT-09810', 'MNT-13566']"
4952,Rotura,2023/12/13,Cerrada,['046-62-7805'],['MNT-07548']
4953,Mal funcionamiento,2024/08/22,Cerrada,['287-38-0230'],['MNT-08742']
4954,Mal funcionamiento,28-01-2024,Cerrada,['149-70-6885'],['MNT-12193']
4955,Rotura,07-01-2024,Abierta,['648-92-4741'],['MNT-11293']
